Gene name,Mutated samples,Samples tested
CFAP54,156,2754
IKZF1_ENST00000357364,156,4302
ARPP21_ENST00000187397,156,2754
PCDHB5,156,2914
MCF2L_ENST00000375597,156,2754
GNAS_ENST00000371099,156,7260
ST5_ENST00000313726,156,2754
TAF1,156,3143
MON2_ENST00000641654,156,2754
ARPP21_ENST00000444190,156,2754
ALPK2,156,2784
B4GALNT4,156,2754
ARPP21,156,2754
RERE_ENST00000400907,156,2754
FOXP2_ENST00000635638,156,2781
ADCY5_ENST00000491190,156,2754
C8orf34,156,2780
RGS22,156,2775
PLCB3_ENST00000279230,156,2754
CD109_ENST00000422508,156,2780
TAF1_ENST00000373790,156,3143
PATJ_ENST00000613764,156,2754
IKZF1_ENST00000349824,156,4302
IKZF1_ENST00000346667,156,4302
PTPRF,156,2754
IKZF1_ENST00000615491,156,4302
TNN_ENST00000622870,156,2775
ST5_ENST00000526757,156,2754
PATJ,156,2754
PLCB3,156,2754
PRKD1,156,2819
TP63_ENST00000440651,156,4057
CD109,156,2780
PDE4D_ENST00000636120,156,2754
IKZF1_ENST00000331340,156,4302
PTPRF_ENST00000438120,156,2754
SPG11_ENST00000427534,156,2754
PTPRQ_ENST00000644991,156,2743
PLCB3_ENST00000325234,156,2754
BX248415.1,156,2743
RGS22_ENST00000617334,156,2775
PALM2-AKAP2,156,2754
GRIK1_ENST00000389124,156,2775
ARAP1_ENST00000334211,156,2754
YLPM1,156,2743
IKZF1_ENST00000343574,156,4302
SEMA3E_ENST00000307792,156,2754
ABCB5,156,2780
PLXDC2_ENST00000377242,155,2754
YTHDC2,155,2754
TAF1_ENST00000276072,155,3143
ULK4,155,2773
GABBR1_ENST00000355973,155,2754
NEURL4,155,2763
MADD_ENST00000395344,155,2754
PFKP_ENST00000381075,155,2754
ZNF99_ENST00000397104,155,2743
PLXDC2,155,2754
PARD3_ENST00000545693,155,2754
ARHGEF11_ENST00000361409,155,2754
PIK3CD_ENST00000543390,155,4136
CNGB1,155,2775
UNC5D_ENST00000416672,155,2754
ZNF106,155,2754
ARAP1_ENST00000429686,155,2754
GABRA5,155,2754
CD163_ENST00000396620,155,2754
NEURL4_ENST00000315614,155,2763
CORO7_ENST00000574025,155,2754
PARD3_ENST00000374790,155,2754
CD163_ENST00000432237,155,2754
ARAP1_ENST00000426523,155,2754
CNGB1_ENST00000564448,155,2775
WDR87_ENST00000303868,155,2743
PCDH18,155,2754
ADGRD1_ENST00000261654,155,2754
PITPNM1_ENST00000534749,155,2754
NFATC2_ENST00000609507,155,2754
PITPNM1_ENST00000436757,155,2754
MADD_ENST00000407859,155,2754
PDE1C_ENST00000321453,155,2754
PITPNM1,155,2754
BAZ2B_ENST00000392782,155,2754
PARD3_ENST00000374794,155,2754
PDE4DIP_ENST00000369349,155,2868
WWC3,155,2754
MADD_ENST00000402799,155,2754
MADD_ENST00000402192,155,2754
RGS22_ENST00000523437,155,2775
GON4L_ENST00000615926,155,2754
ZEB2_ENST00000303660,155,2780
CD163,155,2754
WNK3_ENST00000375169,155,2784
PARD3_ENST00000346874,155,2754
CORO7_ENST00000537233,155,2754
CAMSAP1_ENST00000312405,155,2754
NELL1_ENST00000532434,155,2780
MADD_ENST00000395336,155,2754
GUCY1A2,155,3054
PARD3_ENST00000350537,155,2754
MADD_ENST00000342922,155,2754
PTPRB,155,2754
PDE4DIP_ENST00000369351,155,2868
PARD3_ENST00000374788,155,2754
GON4L_ENST00000620426,155,2754
NFATC2_ENST00000414705,155,2754
NUP214,155,2894
TBC1D32_ENST00000275159,155,2754
MADD_ENST00000349238,155,2754
NEURL4_ENST00000570460,155,2763
NFATC2_ENST00000610033,155,2754
YLPM1_ENST00000552421,155,2743
CDH1_ENST00000612417,155,5372
MADD,155,2754
GON4L,155,2754
CDH1_ENST00000611625,155,5372
CDH1_ENST00000621016,155,5372
KIAA1211,155,2743
GON4L_ENST00000271883,155,2754
GON4L_ENST00000437809,155,2754
PARD3,155,2754
ADCY5_ENST00000309879,155,2754
NOS3_ENST00000461406,155,2780
NFATC2_ENST00000609943,155,2754
PALM2-AKAP2_ENST00000302798,155,2754
C2orf16_ENST00000447166,155,2775
NELL2_ENST00000333837,155,2754
NFATC2,155,2754
BAZ2B,155,2754
NUP214_ENST00000411637,155,2894
PARD3_ENST00000545260,155,2754
NFATC2_ENST00000371564,155,2754
NUP214_ENST00000451030,155,2894
FAM47A_ENST00000613251,155,2754
WNK3,155,2784
PIK3CD_ENST00000361110,155,4136
MADD_ENST00000406482,155,2754
FOXP2_ENST00000634411,155,2781
CORO7,155,2754
GUCY1A2_ENST00000526355,155,3054
ZEB2_ENST00000539609,155,2780
ZNF106_ENST00000565380,155,2754
ARHGEF11,155,2754
FOXP2_ENST00000635534,154,2781
COL11A1_ENST00000647280,154,2780
TP53BP1_ENST00000263801,154,2804
MAP2K7_ENST00000397979,154,2967
PRRC2A_ENST00000376007,154,2780
KIF13A_ENST00000378843,154,2775
PTPN21_ENST00000328736,154,2754
COL11A1_ENST00000645458,154,2780
NELL2,154,2754
GABBR2,154,2755
JAK3_ENST00000527670,154,5448
SLC5A10,154,2754
FANCM_ENST00000542564,154,2858
KRBOX1_ENST00000426937,154,2743
SLC5A10_ENST00000417251,154,2754
KCND3_ENST00000302127,154,2780
CCDC88A_ENST00000263630,154,2754
CCDC88A,154,2754
MAP2K7,154,2967
CLSTN2,154,2940
PRRC2A,154,2780
PCDH18_ENST00000412923,154,2754
UNC5D_ENST00000420357,154,2754
ST5_ENST00000530438,154,2754
KIAA1211_ENST00000504228,154,2743
PTPN21,154,2754
PDGFRB,154,4387
MYH15,154,2743
MON2_ENST00000393629,154,2754
KIF13A,154,2775
EIF3A_ENST00000541549,154,2754
MAP2K7_ENST00000397981,154,2967
CCDC88A_ENST00000436346,154,2754
FANCM,154,2858
KCND3,154,2780
COL11A1_ENST00000461720,154,2780
CCDC88A_ENST00000642200,154,2754
DZIP1_ENST00000361156,154,2754
IKZF1_ENST00000359197,154,4302
UNC5D,154,2754
ABCA6,154,2780
CCDC88A_ENST00000647401,154,2754
CCDC180,154,2744
IKZF1_ENST00000439701,154,4302
MON2_ENST00000552738,154,2754
CCDC88A_ENST00000643413,154,2754
PDE1C_ENST00000396191,154,2754
EPHA6,154,2891
ZNF106_ENST00000565611,154,2754
FAM47A,154,2754
CCDC88A_ENST00000413716,154,2754
SLC5A10_ENST00000395645,154,2754
PCDH18_ENST00000507846,154,2754
COL11A1_ENST00000644186,154,2780
LMTK2,154,2784
DZIP1_ENST00000361396,154,2754
IL16,154,2754
DZIP1,154,2754
GABRA5_ENST00000400081,154,2754
MON2_ENST00000546600,154,2754
KIF13A_ENST00000378826,154,2775
SLC5A10_ENST00000395643,154,2754
CCDC88A_ENST00000646796,154,2754
PLEKHA7,154,2754
GRIK1_ENST00000399907,153,2775
FOXP2_ENST00000350908,153,2781
LTBP4_ENST00000396819,153,2754
PTPRB_ENST00000550358,153,2754
PTK2B,153,2799
GUCY1A2_ENST00000347596,153,3054
KIF13A_ENST00000636847,153,2775
SLC26A9,153,2754
KCNH1_ENST00000639952,153,2754
PCDH18_ENST00000511115,153,2754
KCNH1,153,2754
TTBK1,153,2784
TP63_ENST00000354600,153,4057
SLC45A4,153,2743
HNF1A_ENST00000541395,153,4827
GABRA5_ENST00000355395,153,2754
EIF4G3_ENST00000602326,153,2755
ADGRD1,153,2754
ADAMTS1,153,2775
SLC18A3,153,2754
KCNH1_ENST00000367007,153,2754
MYPN_ENST00000540630,153,2754
PCDH18_ENST00000510305,153,2754
SLC26A9_ENST00000367135,153,2754
MACROD1,153,2743
PLEKHA7_ENST00000532079,153,2754
FOXP2_ENST00000393498,153,2781
PTK2B_ENST00000420218,153,2799
STXBP5L,153,2743
CDC27_ENST00000066544,153,2941
UGGT2,153,2754
ADGRB2_ENST00000398538,153,2754
ZSWIM8_ENST00000605216,153,2775
PTK2B_ENST00000346049,153,2799
EIF4G3_ENST00000374935,153,2755
BTBD11_ENST00000420571,153,2754
ABCB4,153,2755
ABCB4_ENST00000359206,153,2755
ZSWIM8_ENST00000603114,153,2775
ERCC2_ENST00000391944,153,4283
ZEB2_ENST00000558170,153,2780
ABCB4_ENST00000358400,153,2755
ADCY1,153,2754
HNF1A,153,4827
MYO10_ENST00000515803,153,2743
MYPN_ENST00000354393,153,2754
KCNH1_ENST00000638498,153,2754
ZSWIM8_ENST00000604524,153,2775
ZNF335,153,2754
ZSWIM8,153,2775
GRIK1_ENST00000399909,153,2775
ZSWIM8_ENST00000604729,153,2775
TP53BP1_ENST00000450115,153,2804
FOXP2_ENST00000393494,153,2781
FPGT-TNNI3K_ENST00000370899,153,2747
RAPGEF5,153,2743
TP53BP1_ENST00000382039,153,2804
GRID2_ENST00000510992,153,2780
DZIP1_ENST00000376829,153,2754
RAD50,153,4161
HEATR5B,152,2775
SMC4,152,2780
SLC26A9_ENST00000340781,152,2754
FGFR1_ENST00000447712,152,5857
RBM10_ENST00000628161,152,4087
IFT172,152,2780
EIF4G1_ENST00000414031,152,2780
MYO10_ENST00000505695,152,2743
EIF4G1_ENST00000346169,152,2780
NELL2_ENST00000551601,152,2754
EIF4G1_ENST00000342981,152,2780
IKZF1_ENST00000438033,152,4302
MECOM_ENST00000494292,152,2789
NISCH_ENST00000479054,152,2754
TMPRSS15,152,2780
EIF4G3,152,2755
NELL2_ENST00000429094,152,2754
TDRD6,152,2775
EIF4G1_ENST00000427845,152,2780
GRM3_ENST00000439827,152,2755
FAM208B_ENST00000645567,152,2744
KIAA1211_ENST00000541073,152,2743
NBEAL1,152,2754
MED13L,152,2754
TDRD6_ENST00000544460,152,2775
RBM10_ENST00000377604,152,4087
ADD2,152,2754
DHX37,152,2754
ITIH5,152,2754
SEMA3E_ENST00000427262,152,2754
ITIH2,152,2754
KCND3_ENST00000369697,152,2780
ARHGAP31,152,2754
STAG2_ENST00000371160,152,4274
EIF4G1_ENST00000382330,152,2780
KDM3B_ENST00000542866,152,2754
RAPGEF6_ENST00000308008,152,2754
FAM208B,152,2744
EIF4G1_ENST00000392537,152,2780
IGSF1,152,2754
INPPL1,152,2763
SNAPC4,152,2755
STXBP5L_ENST00000471454,152,2743
SMC4_ENST00000462787,152,2780
RBM10_ENST00000345781,152,4087
NELL2_ENST00000549027,152,2754
EIF4G1_ENST00000350481,152,2780
ZIC1,152,2754
NISCH,152,2754
ANKHD1,152,2754
RBM10,152,4087
EIF4G1_ENST00000352767,152,2780
LRRK2_ENST00000343742,152,2784
MAGI1_ENST00000483466,152,2868
NLRC3_ENST00000324659,152,2754
NELL2_ENST00000452445,152,2754
NLRC3,152,2754
CD163_ENST00000541972,152,2754
FRMPD4,151,2776
STAG2,151,4274
MYOM3,151,2754
INPPL1_ENST00000541756,151,2763
JAKMIP1_ENST00000409831,151,2780
INPPL1_ENST00000538751,151,2763
FGF13_ENST00000441825,151,2940
STAG2_ENST00000371157,151,4274
AC012531.3,151,2744
CEP170B_ENST00000453495,151,2775
BICRA_ENST00000614245,151,2743
STAG2_ENST00000371145,151,4274
MOV10L1_ENST00000545383,151,2754
ABCB4_ENST00000453593,151,2755
CCDC169-SOHLH2,151,2743
WNK3_ENST00000620763,151,2784
MDGA2,151,2754
TBC1D32,151,2754
RABGAP1,151,2754
DAB2IP_ENST00000408936,151,2754
PLCB1_ENST00000378637,151,2780
EIF4G3_ENST00000634879,151,2755
PZP,151,2780
CDC27,151,2941
JAK3_ENST00000534444,151,5448
ADAMTS7,151,2754
KCNH1_ENST00000640044,151,2754
ZFYVE26,151,2780
MOV10L1,151,2754
CNGB3,151,2754
SMC4_ENST00000344722,151,2780
FGFR4,151,4812
JAKMIP2,151,2780
MDGA2_ENST00000357362,151,2754
TBC1D1_ENST00000615497,151,2754
LRRC4B_ENST00000389201,151,2743
WNK3_ENST00000375159,151,2784
CDC27_ENST00000527547,151,2941
KCNH1_ENST00000640566,151,2754
CEP170B_ENST00000556508,151,2775
SAMD9_ENST00000620985,151,2889
SAMD9,151,2889
TBC1D1,151,2754
JAKMIP2_ENST00000265272,151,2780
JAKMIP2_ENST00000333010,151,2780
JAKMIP1_ENST00000410077,151,2780
EIF4G3_ENST00000264211,151,2755
CEP170B,151,2775
ANKHD1_ENST00000297183,151,2754
TNNI3K,151,2811
TBC1D1_ENST00000508802,151,2754
USP35,151,2743
SMC4_ENST00000469762,151,2780
JAKMIP1_ENST00000282924,151,2780
MLLT10_ENST00000631589,151,2868
STAG2_ENST00000371144,151,4274
IQGAP2_ENST00000379730,151,2754
XIRP2_ENST00000295237,150,2820
ABCC12,150,2754
GPC6,150,2861
HELZ_ENST00000358691,150,2754
FOXP2_ENST00000393489,150,2781
ATP9A,150,2754
MYO3B_ENST00000409044,150,2784
DAAM2,150,2754
RASA3,150,2754
GPHN,150,2754
PDZRN3_ENST00000462146,150,2754
FBXL13_ENST00000379308,150,2754
NTM,150,2754
PRDM10_ENST00000360871,150,2754
DACH1_ENST00000620444,150,2743
NTRK1_ENST00000368196,150,4381
DAAM2_ENST00000538976,150,2754
TEX14,150,2788
PPFIA4,150,2754
PRDM10_ENST00000528746,150,2754
PCDHB10,150,2914
DACH1_ENST00000611519,150,2743
MLLT10,150,2868
GPR75-ASB3,150,2743
TNS1_ENST00000446688,150,2780
PRKAG2_ENST00000392801,150,2812
FGFR4_ENST00000393637,150,4812
GPHN_ENST00000315266,150,2754
MOV10L1_ENST00000395858,150,2754
DAAM2_ENST00000274867,150,2754
APP_ENST00000359726,150,2754
ATP9A_ENST00000311637,150,2754
INSRR,150,3987
USP35_ENST00000530267,150,2743
XAB2,150,2775
TRPC7_ENST00000378459,150,2743
TRPC7_ENST00000502753,150,2743
IGSF1_ENST00000370910,150,2754
SNED1_ENST00000401884,150,2743
FBXL13_ENST00000379305,150,2754
CTBP2,150,2914
MYO3B,150,2784
PPFIA4_ENST00000367240,150,2754
MLLT10_ENST00000377072,150,2868
PPFIA4_ENST00000295706,150,2754
TEX14_ENST00000349033,150,2788
IGSF1_ENST00000361420,150,2754
EPHB6_ENST00000422643,150,2924
TRPC7_ENST00000352189,150,2743
APP_ENST00000357903,150,2754
EPHB6,150,2924
TRPC7,150,2743
GPHN_ENST00000543237,150,2754
ADD2_ENST00000355733,150,2754
RGS22_ENST00000523287,150,2775
IMMP2L_ENST00000450877,150,2755
PDZRN3_ENST00000466780,150,2754
PRDM10,150,2754
NTRK1_ENST00000358660,150,4381
TEX14_ENST00000389934,150,2788
NELL2_ENST00000395487,150,2754
DACH1,150,2743
ADD2_ENST00000407644,150,2754
MLLT10_ENST00000377059,150,2868
SCN8A,150,2743
NBPF1,150,2743
EPHB6_ENST00000411471,150,2924
SCN8A_ENST00000545061,150,2743
PHF3,149,2754
GIGYF1,149,2775
MYPN,149,2754
CTCF,149,4128
MYT1,149,2754
CTCF_ENST00000642819,149,4128
EGFR_ENST00000344576,149,9750
MYPN_ENST00000613327,149,2754
APP_ENST00000358918,149,2754
EIF4G1,149,2780
MYO1B_ENST00000339514,149,2887
PTCHD3,149,2754
JAKMIP2_ENST00000507386,149,2780
TBX3,149,4447
APP_ENST00000348990,149,2754
ARHGEF12,149,2769
PRR12_ENST00000615927,149,2743
FGF13,149,2940
CTCF_ENST00000264010,149,4128
SCN11A_ENST00000444237,149,2755
DNMBP,149,2754
ZNF318,149,2780
PCDHB4,149,2914
XYLT2_ENST00000507602,149,2754
ARAP3_ENST00000508305,149,2780
FGF13_ENST00000626909,149,2940
INPP5D_ENST00000359570,149,2754
CNTNAP1,149,2754
UNC5D_ENST00000453357,149,2754
PGR,149,4079
CTCF_ENST00000645699,149,4128
KIF17_ENST00000400463,149,2754
PDZRN3_ENST00000479530,149,2754
IKZF1_ENST00000612658,149,4302
APP_ENST00000354192,149,2754
SYNGAP1,149,2754
SRGAP3,149,2780
NTRK1,149,4381
AHRR,149,2775
TSHZ2,149,2754
SRGAP3_ENST00000360413,149,2780
PTPRG,149,2754
KIF17,149,2754
PDE2A,149,2780
CTCF_ENST00000401394,149,4128
PTCHD3_ENST00000622555,149,2754
CTCF_ENST00000646771,149,4128
MYO1B,149,2887
MYO1B_ENST00000304164,149,2887
FBXL13_ENST00000455112,149,2754
ARAP3,149,2780
GIGYF1_ENST00000646601,149,2775
CTCF_ENST00000645306,149,4128
APP,149,2754
MIA2_ENST00000553728,149,2754
ARMC4,149,2914
APP_ENST00000439274,149,2754
FBXL13,149,2754
MYT1_ENST00000536311,149,2754
ARAP1_ENST00000393605,149,2754
TNKS_ENST00000518281,149,2754
FBXL13_ENST00000456695,149,2754
CTCF_ENST00000644753,149,4128
C2orf16,149,2775
TBX3_ENST00000349155,149,4447
MYBPC2,149,2775
MIA2_ENST00000640607,148,2754
ADGRB3_ENST00000238918,148,2868
APBA2,148,2754
NPHS1_ENST00000353632,148,2754
PDE2A_ENST00000418754,148,2780
TRERF1_ENST00000340840,148,2754
APBA2_ENST00000561069,148,2754
HELZ,148,2754
C2CD3,148,2743
APBA2_ENST00000558259,148,2754
TRERF1_ENST00000372922,148,2754
SCN8A_ENST00000599343,148,2743
FIGN_ENST00000409634,148,2780
DAAM2_ENST00000633794,148,2754
KIAA1217_ENST00000396445,148,2754
TRPM8,148,2754
SLC12A1_ENST00000647232,148,2743
SCN8A_ENST00000355133,148,2743
CACNB2,148,2781
TIE1,148,2844
PTPRG_ENST00000295874,148,2754
TRERF1_ENST00000372917,148,2754
GLIS3,148,2754
APBA2_ENST00000558330,148,2754
KNTC1_ENST00000450485,148,2754
EPHA8,148,2784
TRPM8_ENST00000433712,148,2754
TRERF1,148,2754
EVC,148,2754
NPHS1,148,2754
ARHGAP21,148,2754
MYO1B_ENST00000392316,148,2887
SLC45A4_ENST00000024061,148,2743
CALD1_ENST00000393118,148,2754
SCN8A_ENST00000627620,148,2743
APBA2_ENST00000411764,148,2754
INPP5D,148,2754
SLC45A4_ENST00000519067,148,2743
TRERF1_ENST00000354325,148,2754
NRG1_ENST00000539990,148,2770
ARHGAP21_ENST00000612832,148,2754
MROH2B_ENST00000506092,148,2743
WSCD2,148,2775
KIAA1217_ENST00000376451,148,2754
WSCD2_ENST00000547525,148,2775
NAALADL2,148,2743
OPLAH,148,2754
BPTF_ENST00000321892,148,2754
CADM2_ENST00000383699,148,2774
BPTF,148,2754
CEP250,148,2743
JPH2,148,2754
KNTC1,148,2754
PIEZO2_ENST00000383408,147,2754
MTA1_ENST00000405646,147,2790
ATG9B,147,2754
MYH4,147,2914
MTA1,147,2790
PTK2B_ENST00000517339,147,2799
NPHP4,147,2754
MAN1B1,147,2754
ANK2_ENST00000612754,147,2846
ARAP3_ENST00000626478,147,2780
ABI3BP,147,2775
CDH1_ENST00000422392,147,5372
DMD_ENST00000288447,147,2960
DCLK1_ENST00000615680,147,2785
FGFR1_ENST00000341462,147,5857
TRPM1,147,2754
MTA1_ENST00000406191,147,2790
FGFR1,147,5857
AJAP1,147,2754
ELFN2,147,2744
PHLDB2_ENST00000393923,147,2754
NRXN1_ENST00000405581,147,2754
FGFR1_ENST00000532791,147,5857
NRXN1_ENST00000626899,147,2754
SLC12A1_ENST00000646012,147,2743
CACNB2_ENST00000352115,147,2781
FMNL3,147,2755
DACH1_ENST00000619232,147,2743
ADAMTS13_ENST00000355699,147,2754
IMMP2L_ENST00000447215,147,2755
HGF,147,4250
FGFR1_ENST00000397091,147,5857
FOXP1_ENST00000318789,147,4141
ELFN2_ENST00000613079,147,2744
NRXN1_ENST00000637511,147,2754
CD163L1,147,2754
ADAMTS13_ENST00000371916,147,2754
FOXP1,147,4141
BPTF_ENST00000644067,147,2754
CD163L1_ENST00000313599,147,2754
TCERG1L,147,2775
FBXL13_ENST00000436908,147,2754
FAM110B,147,2780
PIEZO2_ENST00000302079,147,2754
ADAMTS13_ENST00000356589,147,2754
PHF3_ENST00000393387,147,2754
MTA1_ENST00000435036,147,2790
SMO,147,5248
SHROOM3_ENST00000646790,147,2754
CEP192,147,2743
CEP192_ENST00000325971,147,2743
UBR2_ENST00000372901,147,2754
FGFR1_ENST00000619564,147,5857
ADAMTS13,147,2754
PCDHGA7_ENST00000617050,147,2743
ABI3BP_ENST00000471714,147,2775
AUTS2_ENST00000644506,147,2754
CACNB2_ENST00000377328,147,2781
UBR2,147,2754
LAMB1,147,2754
BPTF_ENST00000342579,147,2754
XYLT2,147,2754
THOC2,147,2754
PCNX3,146,2743
IQSEC1_ENST00000646269,146,2754
AHRR_ENST00000512529,146,2775
TJP2_ENST00000453658,146,2754
CLASP1_ENST00000646274,146,2754
DCLK1_ENST00000379893,146,2785
FGFR1_ENST00000397108,146,5857
ARHGAP21_ENST00000320481,146,2754
PLCB1_ENST00000612075,146,2780
AC097637.1,146,2745
LRIG1,146,2754
PLEKHG1_ENST00000644968,146,2754
ZEB2_ENST00000638128,146,2780
TRPM1_ENST00000256552,146,2754
KDM6B,146,2763
ZMIZ1_ENST00000446377,146,2780
LRRC4B,146,2743
ASXL2_ENST00000336112,146,4026
CLASP1_ENST00000409078,146,2754
LHFPL3_ENST00000401970,146,2743
FGFR1_ENST00000326324,146,5857
AHRR_ENST00000505113,146,2775
BCR,146,3010
FGFR1_ENST00000356207,146,5857
IRX1,146,2754
ZNF646,146,2780
LAMB1_ENST00000393561,146,2754
NYNRIN,146,2743
ZEB2_ENST00000637304,146,2780
EIF2AK4,146,2784
CLASP1_ENST00000455322,146,2754
CAMSAP3,146,2743
ASXL2_ENST00000435504,146,4026
DENND4B,146,2744
SPATA31D1,146,2744
CDHR2,146,2743
TMEM132E_ENST00000321639,146,2743
AL355315.1,146,2743
PLCB1_ENST00000617005,146,2780
HGF_ENST00000644543,146,4250
ERCC5,146,4317
CEMIP_ENST00000220244,146,2754
CLUH,146,2775
CLUH_ENST00000435359,146,2775
AC244517.6,146,2746
MTOR_ENST00000376838,146,4783
CEMIP,146,2754
CPNE8_ENST00000360449,146,2754
LHFPL3,146,2743
DLG2_ENST00000418306,146,2820
CLASP1_ENST00000397587,146,2754
FGFR1_ENST00000397113,146,5857
TRPM1_ENST00000397795,146,2754
CADM2_ENST00000407528,146,2774
FGFR1_ENST00000335922,146,5857
KDM6B_ENST00000448097,146,2763
ITIH2_ENST00000379587,146,2754
HGF_ENST00000457544,146,4250
MAGI1_ENST00000497477,146,2868
SLC12A1,146,2743
NEXMIF_ENST00000616200,146,2775
LRIG1_ENST00000383703,146,2754
CEMIP_ENST00000356249,146,2754
ARHGEF12_ENST00000356641,146,2769
ABCC3,146,2755
CLASP1_ENST00000541377,146,2754
NEXMIF,146,2775
CLASP1,146,2754
SLCO6A1_ENST00000379807,145,2754
SEMA3D,145,2775
FOXP1_ENST00000475937,145,4141
POLN,145,2754
FSTL5,145,2780
PCDHB16,145,2746
KIRREL3,145,2743
PRIM2,145,2754
ADAM12_ENST00000368676,145,2780
AXL_ENST00000593513,145,4271
APP_ENST00000440126,145,2754
KANK1_ENST00000382297,145,2754
ALS2,145,2775
CALD1_ENST00000424922,145,2754
CDH6,145,2780
FSTL5_ENST00000379164,145,2780
EBF1,145,2754
WDR81_ENST00000437219,145,2754
SPTBN4_ENST00000595535,145,2754
THOC2_ENST00000355725,145,2754
DCDC1,145,2754
MOV10L1_ENST00000540615,145,2754
DLGAP4,145,2754
EIF4G1_ENST00000411531,145,2780
SLITRK2_ENST00000370490,145,2755
AKT1,145,8156
EXOC2,145,2754
ZC3H18_ENST00000301011,145,2743
RNF17,145,2754
SLC12A1_ENST00000558405,145,2743
ZNF516,145,2743
FIGN,145,2780
CPNE8,145,2754
TJP2_ENST00000636438,145,2754
NCAPD3,145,2754
PHLDB1_ENST00000600882,145,2754
DLGAP4_ENST00000339266,145,2754
AP2A2_ENST00000448903,145,2754
QRICH2,145,2754
FLT3,145,5844
ADGRA1_ENST00000607359,145,2754
ARHGAP32,145,2754
KANK1_ENST00000382303,145,2754
CALD1_ENST00000495522,145,2754
FLT1_ENST00000541932,145,4372
QRICH2_ENST00000636395,145,2754
TP63_ENST00000449992,145,4057
RALGPS1,145,2754
KANK1,145,2754
CDHR2_ENST00000261944,145,2743
SLCO6A1,145,2754
PHLDB1,145,2754
FGFR1_ENST00000397103,145,5857
FGFR4_ENST00000393648,145,4812
SLCO6A1_ENST00000389019,145,2754
AP2A2,145,2754
ZC3H18,145,2743
SIN3B,145,2754
PHLDB1_ENST00000356063,145,2754
ITPKB,145,2754
TAF4,145,2754
CFAP43,145,2754
MROH5,145,2743
GALK1_ENST00000225614,145,2789
TP63_ENST00000456148,145,4057
DUOX1_ENST00000561166,145,2775
SIN3B_ENST00000248054,145,2754
CAMSAP3_ENST00000160298,145,2743
FOXP1_ENST00000493089,145,4141
ABCA9,144,2755
DLGAP4_ENST00000373907,144,2754
EPHA4_ENST00000409854,144,2870
CACNB2_ENST00000645287,144,2781
BACH2_ENST00000537989,144,2914
TCF3_ENST00000588136,144,4196
IQSEC1_ENST00000273221,144,2754
THADA,144,2754
TCF3_ENST00000453954,144,4196
TCF3_ENST00000344749,144,4196
LDB3,144,2754
NHS,144,2780
GLG1_ENST00000447066,144,2775
ABCB1_ENST00000265724,144,2781
ZFC3H1,144,2775
ZNF595,144,2743
ZNF43_ENST00000595461,144,2780
TCF3,144,4196
PLG,144,2754
ABCA10,144,2754
C6orf118,144,2754
FGFR4_ENST00000502906,144,4812
TCF3_ENST00000395423,144,4196
EPHA4,144,2870
PLEKHG1,144,2754
PGR_ENST00000534013,144,4079
ZNF43_ENST00000594012,144,2780
ANKMY1_ENST00000403283,144,2754
TMEM132E,144,2743
PPFIA2_ENST00000541017,144,2754
CDHR2_ENST00000506348,144,2743
GRIK4_ENST00000638419,144,2755
PRDM15_ENST00000447207,144,2754
GLG1_ENST00000422840,144,2775
GABRB3_ENST00000299267,144,2754
TRPM4,144,2754
GRIK4,144,2755
ZNF43,144,2780
GLG1,144,2775
CACNB2_ENST00000282343,144,2781
PPFIA2_ENST00000541570,144,2754
ZNF43_ENST00000598381,144,2780
ZNF646_ENST00000394979,144,2780
PDE2A_ENST00000540345,144,2780
WSCD2_ENST00000549903,144,2775
PLB1_ENST00000422425,144,2775
ABCB1_ENST00000543898,144,2781
TSHZ2_ENST00000603338,144,2754
CSMD2_ENST00000373380,144,2754
TRPM4_ENST00000427978,144,2754
PLB1,144,2775
KCNAB1,144,2754
ARHGEF12_ENST00000532993,144,2769
WDR81_ENST00000446363,144,2754
THADA_ENST00000405975,144,2754
BACH2,144,2914
DLGAP4_ENST00000401952,144,2754
WDR81_ENST00000309182,144,2754
AC010487.3,144,2743
ABCA9_ENST00000453985,144,2755
TCF3_ENST00000611869,144,4196
OPCML_ENST00000524381,143,2754
ZNF595_ENST00000609518,143,2743
PTK2_ENST00000521059,143,2839
AJAP1_ENST00000378190,143,2754
SP140_ENST00000343805,143,2754
MAP4K4_ENST00000413150,143,2819
PTK2,143,2839
ITGAX_ENST00000268296,143,2754
SP140_ENST00000417495,143,2754
RALGPS1_ENST00000424082,143,2754
BCR_ENST00000359540,143,3010
TMPRSS13,143,2754
RALGAPB_ENST00000397042,143,2754
PTK2_ENST00000395218,143,2839
KCNA4,143,2754
ITPKB_ENST00000272117,143,2754
SF3B1,143,4711
KCNAB1_ENST00000389636,143,2754
EPHA4_ENST00000409938,143,2870
KIDINS220_ENST00000473731,143,2754
IQSEC3_ENST00000382841,143,2775
MAP4K4_ENST00000324219,143,2819
GOLGA3_ENST00000545875,143,2754
GATA3,143,4326
SHANK3,143,2743
PCDHGB1_ENST00000611598,143,2743
PTK2_ENST00000522684,143,2839
OSBPL6_ENST00000359685,143,2754
AP3D1_ENST00000355272,143,2754
SLCO6A1_ENST00000513675,143,2754
TGM6,143,2754
DROSHA_ENST00000513349,143,2763
DROSHA_ENST00000344624,143,2763
GABRB3_ENST00000638099,143,2754
AP3D1,143,2754
